"State"	"State Code"	"Year"	"Year Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Alaska"	"02"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2013"	"2013"	"Decedent's home"	"4"	58	Not Applicable	Not Applicable
"Alaska"	"02"	"2013"	"2013"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2013"	"2013"	"Other"	"7"	20	Not Applicable	Not Applicable
"Alaska"	"02"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	15	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Decedent's home"	"4"	71	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Other"	"7"	24	Not Applicable	Not Applicable
"Alaska"	"02"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	11	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Decedent's home"	"4"	76	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Other"	"7"	22	Not Applicable	Not Applicable
"Alaska"	"02"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	71	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	75	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Decedent's home"	"4"	219	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Nursing home/long term care"	"6"	11	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Other"	"7"	119	Not Applicable	Not Applicable
"Arizona"	"04"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	74	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	66	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Decedent's home"	"4"	228	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Nursing home/long term care"	"6"	16	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Other"	"7"	113	Not Applicable	Not Applicable
"Arizona"	"04"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	69	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	98	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Decedent's home"	"4"	217	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Other"	"7"	139	Not Applicable	Not Applicable
"Arizona"	"04"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	75	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	87	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Decedent's home"	"4"	277	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Other"	"7"	164	Not Applicable	Not Applicable
"Arizona"	"04"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	52	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	114	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	10	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Decedent's home"	"4"	400	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Nursing home/long term care"	"6"	13	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Other"	"7"	71	Not Applicable	Not Applicable
"Arizona"	"04"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	69	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	123	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Decedent's home"	"4"	401	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Other"	"7"	121	Not Applicable	Not Applicable
"Arizona"	"04"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	76	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	138	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Decedent's home"	"4"	391	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Nursing home/long term care"	"6"	10	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Other"	"7"	158	Not Applicable	Not Applicable
"Arizona"	"04"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	77	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	138	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Decedent's home"	"4"	439	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Nursing home/long term care"	"6"	14	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Other"	"7"	184	Not Applicable	Not Applicable
"Arizona"	"04"	"2006"	"2006"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Medical Facility - Inpatient"	"1"	99	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Medical Facility - Outpatient or ER"	"2"	109	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Decedent's home"	"4"	485	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Nursing home/long term care"	"6"	20	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Other"	"7"	205	Not Applicable	Not Applicable
"Arizona"	"04"	"2007"	"2007"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Medical Facility - Inpatient"	"1"	77	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Medical Facility - Outpatient or ER"	"2"	113	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Decedent's home"	"4"	444	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Nursing home/long term care"	"6"	19	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Other"	"7"	158	Not Applicable	Not Applicable
"Arizona"	"04"	"2008"	"2008"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Medical Facility - Inpatient"	"1"	103	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Medical Facility - Outpatient or ER"	"2"	152	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Decedent's home"	"4"	554	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Nursing home/long term care"	"6"	21	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Other"	"7"	158	Not Applicable	Not Applicable
"Arizona"	"04"	"2009"	"2009"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Medical Facility - Inpatient"	"1"	104	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Medical Facility - Outpatient or ER"	"2"	162	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Decedent's home"	"4"	615	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Hospice facility"	"5"	16	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Other"	"7"	187	Not Applicable	Not Applicable
"Arizona"	"04"	"2010"	"2010"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Medical Facility - Inpatient"	"1"	97	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Medical Facility - Outpatient or ER"	"2"	165	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Decedent's home"	"4"	612	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Hospice facility"	"5"	13	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Other"	"7"	174	Not Applicable	Not Applicable
"Arizona"	"04"	"2011"	"2011"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Medical Facility - Inpatient"	"1"	103	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Medical Facility - Outpatient or ER"	"2"	162	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Decedent's home"	"4"	663	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Hospice facility"	"5"	16	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Other"	"7"	180	Not Applicable	Not Applicable
"Arizona"	"04"	"2012"	"2012"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Medical Facility - Inpatient"	"1"	98	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Medical Facility - Outpatient or ER"	"2"	177	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Decedent's home"	"4"	684	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Hospice facility"	"5"	14	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Other"	"7"	235	Not Applicable	Not Applicable
"Arizona"	"04"	"2013"	"2013"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Medical Facility - Inpatient"	"1"	99	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Medical Facility - Outpatient or ER"	"2"	185	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Decedent's home"	"4"	658	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Hospice facility"	"5"	16	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Other"	"7"	245	Not Applicable	Not Applicable
"Arizona"	"04"	"2014"	"2014"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Medical Facility - Inpatient"	"1"	124	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Medical Facility - Outpatient or ER"	"2"	166	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Decedent's home"	"4"	670	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Other"	"7"	292	Not Applicable	Not Applicable
"Arizona"	"04"	"2015"	"2015"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Medical Facility - Inpatient"	"1"	27	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Decedent's home"	"4"	51	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Other"	"7"	14	Not Applicable	Not Applicable
"Arkansas"	"05"	"1999"	"1999"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Medical Facility - Inpatient"	"1"	18	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Medical Facility - Outpatient or ER"	"2"	24	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Decedent's home"	"4"	70	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Other"	"7"	17	Not Applicable	Not Applicable
"Arkansas"	"05"	"2000"	"2000"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Medical Facility - Inpatient"	"1"	23	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Medical Facility - Outpatient or ER"	"2"	18	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Decedent's home"	"4"	65	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Other"	"7"	14	Not Applicable	Not Applicable
"Arkansas"	"05"	"2001"	"2001"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Medical Facility - Inpatient"	"1"	33	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Medical Facility - Outpatient or ER"	"2"	21	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Decedent's home"	"4"	88	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Other"	"7"	19	Not Applicable	Not Applicable
"Arkansas"	"05"	"2002"	"2002"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Medical Facility - Inpatient"	"1"	25	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Medical Facility - Outpatient or ER"	"2"	26	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Decedent's home"	"4"	97	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Other"	"7"	23	Not Applicable	Not Applicable
"Arkansas"	"05"	"2003"	"2003"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Medical Facility - Inpatient"	"1"	30	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Medical Facility - Outpatient or ER"	"2"	33	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Decedent's home"	"4"	136	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Other"	"7"	16	Not Applicable	Not Applicable
"Arkansas"	"05"	"2004"	"2004"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Medical Facility - Inpatient"	"1"	23	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Medical Facility - Outpatient or ER"	"2"	48	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Decedent's home"	"4"	161	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Other"	"7"	27	Not Applicable	Not Applicable
"Arkansas"	"05"	"2005"	"2005"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Arkansas"	"05"	"2006"	"2006"	"Medical Facility - Inpatient"	"1"	34	Not Applicable	Not Applicable
"Arkansas"	"05"	"2006"	"2006"	"Medical Facility - Outpatient or ER"	"2"	31	Not Applicable	Not Applicable
