"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
"Franklin County, AL"	"01059"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Geneva County, AL"	"01061"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Greene County, AL"	"01063"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Hale County, AL"	"01065"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Henry County, AL"	"01067"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Medical Facility - Outpatient or ER"	"2"	33	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Decedent's home"	"4"	75	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Other"	"7"	20	Not Applicable	Not Applicable
"Houston County, AL"	"01069"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Decedent's home"	"4"	38	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Other"	"7"	11	Not Applicable	Not Applicable
"Jackson County, AL"	"01071"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Medical Facility - Inpatient"	"1"	144	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Medical Facility - Outpatient or ER"	"2"	114	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Decedent's home"	"4"	656	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Other"	"7"	347	Not Applicable	Not Applicable
"Jefferson County, AL"	"01073"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Lamar County, AL"	"01075"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Medical Facility - Inpatient"	"1"	12	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Medical Facility - Outpatient or ER"	"2"	20	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Decedent's home"	"4"	62	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Other"	"7"	18	Not Applicable	Not Applicable
"Lauderdale County, AL"	"01077"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Decedent's home"	"4"	32	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Other"	"7"	12	Not Applicable	Not Applicable
"Lawrence County, AL"	"01079"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Medical Facility - Outpatient or ER"	"2"	24	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Decedent's home"	"4"	61	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Other"	"7"	22	Not Applicable	Not Applicable
"Lee County, AL"	"01081"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Medical Facility - Inpatient"	"1"	16	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Decedent's home"	"4"	51	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Other"	"7"	15	Not Applicable	Not Applicable
"Limestone County, AL"	"01083"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Lowndes County, AL"	"01085"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Macon County, AL"	"01087"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Medical Facility - Inpatient"	"1"	61	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Medical Facility - Outpatient or ER"	"2"	52	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Decedent's home"	"4"	135	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Other"	"7"	62	Not Applicable	Not Applicable
"Madison County, AL"	"01089"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Marengo County, AL"	"01091"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Decedent's home"	"4"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Marion County, AL"	"01093"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Medical Facility - Inpatient"	"1"	20	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Medical Facility - Outpatient or ER"	"2"	31	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Decedent's home"	"4"	71	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Other"	"7"	25	Not Applicable	Not Applicable
"Marshall County, AL"	"01095"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Medical Facility - Inpatient"	"1"	84	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Medical Facility - Outpatient or ER"	"2"	106	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Decedent's home"	"4"	407	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Other"	"7"	162	Not Applicable	Not Applicable
"Mobile County, AL"	"01097"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Medical Facility - Inpatient"	"1"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Medical Facility - Outpatient or ER"	"2"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Hospice facility"	"5"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Nursing home/long term care"	"6"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Other"	"7"	Suppressed	Not Applicable	Not Applicable
"Monroe County, AL"	"01099"	"Place of death unknown"	"9"	Suppressed	Not Applicable	Not Applicable
"Montgomery County, AL"	"01101"	"Medical Facility - Inpatient"	"1"	23	Not Applicable	Not Applicable
"Montgomery County, AL"	"01101"	"Medical Facility - Outpatient or ER"	"2"	27	Not Applicable	Not Applicable
"Montgomery County, AL"	"01101"	"Medical Facility - Dead on Arrival"	"3"	Suppressed	Not Applicable	Not Applicable
"Montgomery County, AL"	"01101"	"Medical Facility - Status unknown"	"10"	Suppressed	Not Applicable	Not Applicable
